 ,Raw EEG,Beta 13-32Hz,Alpha 8-13Hz,Delta 1-4Hz,Theta 4-8Hz,Raw EEG,Raw EEG,All 0.5-32Hz,Raw EEG, 
Time,RMS,Power,Power,Power,Power,SEF,Median Power Frequency,Power,Median Power Frequency,Cmt Text
 ,mV, , , , ,Hz (95%),Hz, ,Hz, 
00:00:36.5,0.45868839,3.71E-13,5.59E-13,4.96E-12,3.78E-13,3.27163563,1.516989827,2.92E-10,1.804897248,1
00:00:37.0,1.03116256,7.84E-13,6.02E-13,8.14E-12,1.94E-12,2.8125523,1.349747343,3.79E-10,1.674197319,1
00:00:37.5,1.328826753,4.10E-13,8.11E-14,5.97E-11,1.64E-12,2.79421162,1.340968393,7.76E-10,1.66720438,1
00:00:38.0,1.32469989,3.11E-13,8.10E-14,1.12E-11,7.07E-13,2.779604556,1.332568553,5.18E-11,1.660791279,1
00:00:38.5,1.300802986,1.46E-12,9.61E-13,2.33E-11,3.19E-12,2.788873354,1.337826886,2.49E-10,1.664808623,1
00:00:39.0,1.134765207,2.61E-13,3.37E-13,3.42E-11,1.12E-12,2.790301328,1.337721231,1.46E-10,1.664885708,1
00:00:39.5,0.935131222,1.24E-13,6.42E-14,1.17E-11,5.99E-13,2.7788035,1.331829466,1.34E-10,1.660278855,1
00:00:40.0,0.841008265,1.33E-12,1.67E-12,1.17E-11,5.80E-12,2.779772818,1.331805857,2.11E-11,1.660352266,1
00:00:40.5,0.751730537,2.57E-13,1.62E-13,1.65E-11,9.11E-13,2.790153816,1.338317237,2.62E-11,1.665230257,1
00:00:41.0,0.66032573,4.70E-13,1.36E-13,1.10E-11,1.31E-12,2.7765014,1.330652794,2.97E-11,1.659326005,1
00:00:41.5,0.604194355,3.27E-13,4.11E-13,4.62E-12,1.03E-12,2.789477836,1.337943542,4.13E-11,1.664944132,1
00:00:42.0,0.638075913,2.30E-13,2.02E-13,2.42E-10,6.38E-12,2.756255932,1.31705377,5.16E-10,1.649250461,1
00:00:42.5,0.643524274,1.56E-13,1.13E-13,4.76E-11,6.11E-13,2.777618901,1.330907898,1.27E-10,1.659537913,1
00:00:43.0,0.526044373,6.00E-14,2.84E-14,1.96E-11,4.41E-13,2.771336587,1.327199021,8.63E-11,1.656788531,1
00:00:43.5,0.456764815,1.21E-13,7.05E-14,3.98E-12,2.11E-12,2.797580983,1.341616807,1.08E-11,1.667984789,1
00:00:44.0,0.399856351,1.36E-13,5.63E-14,7.26E-13,4.64E-13,2.777457195,1.331420361,7.30E-12,1.659870124,1
00:00:44.5,0.369285231,3.90E-13,1.32E-13,9.37E-12,2.08E-12,2.770116472,1.326609791,2.26E-11,1.656170373,1
00:00:45.0,0.355247335,3.08E-13,7.84E-14,3.78E-12,9.03E-13,2.772568254,1.328567254,1.34E-11,1.657637921,1
00:00:45.5,0.359775366,1.37E-13,1.36E-13,3.95E-12,2.42E-13,2.790609628,1.338813811,7.68E-12,1.665559034,1
00:00:46.0,0.360408123,2.78E-13,1.48E-13,1.08E-11,2.09E-12,2.780208897,1.33288211,2.61E-11,1.660893438,1
00:00:46.5,0.332153769,5.07E-13,5.38E-13,1.40E-11,3.64E-12,2.804465285,1.342631169,5.42E-11,1.669267203,1
00:00:47.0,0.309725286,7.87E-13,1.47E-13,6.26E-12,2.15E-12,2.774411147,1.328569853,1.74E-11,1.657770302,1
00:00:47.5,0.309177348,4.48E-13,1.16E-12,5.71E-11,9.69E-13,2.79850567,1.34296754,1.04E-10,1.668677954,1
00:00:48.0,0.394666754,2.44E-13,4.75E-13,4.09E-10,1.24E-12,2.862960706,1.380845522,1.25E-09,1.698462674,1
00:00:48.5,0.32760461,3.37E-13,2.49E-13,2.02E-10,2.94E-12,2.754585738,1.314999426,7.10E-10,1.648404027,1
00:00:49.0,0.494491983,9.54E-12,1.29E-11,9.04E-10,1.13E-10,2.748493303,1.293301969,4.25E-09,1.633609675,1
00:00:49.5,1.022037812,7.15E-13,1.54E-12,6.34E-11,8.76E-12,2.815613946,1.352651734,2.99E-09,1.676272643,1
00:00:50.0,0.983432159,4.92E-13,8.08E-14,3.92E-10,2.96E-12,2.839987071,1.36255481,2.80E-09,1.684773869,1
00:00:50.5,0.463590177,6.49E-13,4.15E-13,1.34E-10,1.11E-12,2.828055591,1.352049217,1.89E-09,1.677107635,1
00:00:51.0,0.307146283,1.43E-13,2.42E-13,1.17E-10,1.57E-12,2.744794283,1.311120516,7.70E-10,1.644965702,1
00:00:51.5,0.427073575,1.74E-13,1.42E-13,2.44E-10,3.60E-12,2.817599884,1.354522956,1.45E-09,1.677473756,1
00:00:52.0,0.262465286,3.76E-13,4.87E-13,6.32E-11,1.76E-12,2.804973779,1.339051299,3.34E-10,1.666709626,1
00:00:52.5,0.176189429,1.34E-13,4.51E-13,1.44E-11,2.59E-13,2.820251799,1.354802428,4.58E-11,1.678110508,1
00:00:53.0,0.121390645,2.68E-12,4.45E-12,1.75E-10,2.57E-11,4.9631706,1.406467569,5.27E-10,1.757237174,1
00:00:53.5,0.140647942,7.52E-13,4.80E-13,2.73E-11,9.94E-13,2.857680801,1.363853935,1.10E-10,1.687059285,1
00:00:54.0,0.122580578,1.30E-13,1.50E-13,2.41E-11,4.75E-13,2.744765656,1.309891179,8.95E-11,1.644270417,1
00:00:54.5,0.147340124,1.50E-13,6.67E-13,2.71E-11,4.52E-13,2.754502929,1.315285149,6.41E-11,1.647928846,09:55:00
00:00:55.0,0.198784039,1.05E-13,1.05E-13,7.63E-11,1.28E-12,2.851469167,1.365937031,2.40E-10,1.688008632,09:55:00
00:00:55.5,0.184417275,2.77E-13,5.89E-13,5.24E-13,9.38E-14,2.781339927,1.332877206,4.95E-11,1.661035594,09:55:00
00:00:56.0,0.257255749,9.56E-13,2.54E-12,2.07E-11,9.09E-12,2.796860038,1.342445661,2.84E-11,1.667814027,09:55:00
00:00:56.5,0.312906504,6.10E-13,1.93E-13,1.09E-11,1.63E-12,2.779298708,1.332445999,8.73E-11,1.660559151,09:55:00
00:00:57.0,0.2805535,2.32E-13,2.62E-13,9.10E-12,3.91E-13,2.767213299,1.325047835,7.48E-11,1.655078977,09:55:00
00:00:57.5,0.324855559,2.10E-13,1.53E-13,3.51E-12,1.20E-12,2.807084577,1.345445719,2.60E-11,1.671215931,09:55:00
00:00:58.0,0.487220561,6.09E-14,6.14E-13,2.20E-10,1.73E-12,2.839642001,1.366755631,2.98E-10,1.687353161,09:55:00
00:00:58.5,0.886733103,5.59E-13,1.75E-11,2.74E-09,3.10E-10,3.277996241,1.463025866,4.02E-09,1.768881209,09:55:00
00:00:59.0,2.618633968,4.04E-12,8.21E-12,2.25E-08,2.04E-10,3.341075661,1.487707903,9.58E-08,1.788527013,09:55:00
00:00:59.5,5.334793766,9.85E-12,4.20E-11,1.69E-08,4.96E-10,2.82340551,1.357921658,1.23E-07,1.680252869,09:55:00
00:01:00.0,5.143972364,1.57E-11,4.86E-11,1.43E-08,6.13E-10,2.849331226,1.369822383,6.13E-08,1.690301969,09:55:00
00:01:00.5,3.309923936,5.13E-13,8.23E-13,1.46E-09,5.61E-11,2.821594989,1.355976981,1.42E-09,1.678973724,09:55:00
00:01:01.0,1.903082956,2.05E-13,3.39E-13,1.29E-09,2.07E-11,2.820703497,1.35494035,3.20E-09,1.678235566,09:55:00
00:01:01.5,0.71492866,2.11E-13,4.92E-13,3.39E-10,1.01E-12,3.504121356,1.643820791,1.08E-09,1.905288987,09:55:00
00:01:02.0,0.555261389,5.36E-13,5.24E-13,3.02E-10,1.39E-12,3.163072095,1.478009804,4.81E-09,1.774829155,09:55:00
00:01:02.5,0.831880947,1.66E-13,1.32E-13,2.14E-11,9.05E-13,2.797293215,1.342523752,8.11E-10,1.668461129,09:55:00
00:01:03.0,0.755997167,3.21E-13,1.95E-13,6.67E-12,1.72E-13,2.786989154,1.336506897,2.86E-11,1.663824897,09:55:00
00:01:03.5,0.556077247,3.09E-13,1.07E-13,3.70E-10,3.35E-12,2.729330861,1.301922484,1.08E-09,1.638150901,09:55:00
00:01:04.0,0.477693902,4.33E-13,2.12E-13,8.78E-12,2.58E-13,2.801157852,1.344261378,1.67E-10,1.669861603,09:55:00
00:01:04.5,0.29169775,4.46E-13,2.43E-12,9.68E-11,8.48E-12,2.860762255,1.385685836,1.54E-10,1.700431827,09:55:00
00:01:05.0,0.039965907,2.75E-13,1.42E-13,2.63E-10,3.43E-12,4.913011435,1.558472124,6.39E-10,1.886760352,09:55:00
00:01:05.5,0.185300804,2.97E-13,5.99E-14,1.62E-11,3.03E-12,3.397640647,1.544421667,1.95E-10,1.828940988,09:55:00
00:01:06.0,0.374307355,1.34E-13,6.16E-13,2.62E-10,3.83E-12,2.807119788,1.342645772,1.41E-09,1.669490956,09:55:00
00:01:06.5,0.488721022,3.10E-13,1.07E-12,6.16E-09,3.81E-11,2.748085176,1.250901066,3.33E-08,1.609271976,09:55:00
00:01:07.0,2.074870512,1.10E-12,5.47E-12,2.60E-08,2.23E-10,3.106164589,1.451065234,1.18E-07,1.755563394,09:55:00
00:01:07.5,1.614968853,3.88E-13,7.77E-13,3.80E-09,3.61E-11,2.840793943,1.356222888,1.96E-08,1.680753103,09:55:00
00:01:08.0,1.310053632,5.15E-13,2.77E-12,1.33E-08,2.13E-10,3.052566002,1.413363023,3.55E-08,1.728818573,09:55:00
00:01:08.5,0.757301262,1.97E-13,1.54E-13,1.45E-09,1.38E-12,2.968984779,1.423956249,3.19E-09,1.733487278,09:55:00
00:01:09.0,0.230027883,6.26E-13,3.71E-13,1.39E-10,1.57E-12,2.752235903,1.30642937,4.70E-09,1.643334293,09:55:00
00:01:09.5,0.63054555,6.22E-13,1.75E-12,2.66E-09,1.20E-11,2.816126216,1.351681371,1.03E-08,1.675229602,09:55:00
00:01:10.0,1.998936308,3.77E-13,1.56E-12,7.26E-09,4.51E-11,2.851871182,1.376106503,2.12E-08,1.694275965,09:55:00
00:01:10.5,2.671353388,1.89E-13,9.64E-13,6.21E-10,2.02E-11,2.784047895,1.333745499,3.82E-09,1.661875149,09:55:00
00:01:11.0,3.648911369,4.44E-13,1.98E-13,6.74E-10,2.26E-11,2.787607692,1.337497359,4.43E-09,1.66444319,09:55:00
00:01:11.5,3.699111711,5.02E-13,8.03E-13,8.92E-09,2.74E-11,2.836048269,1.365153077,5.90E-08,1.685997837,09:55:00
00:01:12.0,1.875651813,2.57E-13,4.73E-13,4.18E-09,1.50E-11,2.810418191,1.342816479,2.47E-08,1.669890593,09:55:00
00:01:12.5,1.090737392,3.02E-13,4.39E-13,8.78E-10,1.62E-11,2.739855953,1.30905858,7.66E-09,1.643276023,09:55:00
00:01:13.0,1.182025448,2.79E-13,5.76E-13,1.50E-09,5.76E-12,2.829748759,1.361215827,3.30E-09,1.682993023,09:55:00
00:01:13.5,1.219271451,3.81E-13,6.46E-13,7.27E-10,3.31E-12,2.804688047,1.343470621,1.47E-09,1.669754105,09:55:00
00:01:14.0,1.538690994,2.82E-13,4.14E-13,8.48E-11,1.99E-12,2.794254775,1.340319963,8.55E-10,1.666826853,09:55:00
00:01:14.5,2.270490156,2.18E-13,5.49E-13,4.63E-09,2.84E-11,2.80106345,1.338460358,4.13E-08,1.66634727,09:55:00
00:01:15.0,4.465649197,2.26E-13,1.10E-12,2.27E-09,3.66E-11,2.81502737,1.35170757,4.83E-08,1.675609225,09:55:00
00:01:15.5,4.365285995,3.19E-13,1.18E-12,3.01E-09,3.27E-12,2.836288646,1.364275501,6.69E-08,1.685420387,09:55:00
00:01:16.0,1.612158502,4.13E-13,1.39E-13,5.03E-10,2.90E-12,3.397826829,1.565657334,8.29E-09,1.844272934,09:55:00
00:01:16.5,1.014495574,4.00E-13,7.24E-13,1.01E-09,3.84E-12,3.269430073,1.516159569,1.37E-08,1.804507553,09:55:00
00:01:17.0,1.927717813,4.76E-13,9.55E-13,5.17E-10,2.81E-12,2.814470645,1.352466443,6.03E-09,1.676091479,09:55:00
00:01:17.5,1.97578498,3.57E-13,2.33E-12,1.65E-10,2.50E-12,2.800872509,1.344601365,1.95E-09,1.670030211,09:55:00
00:01:18.0,1.485983888,1.11E-12,1.03E-12,5.14E-10,1.82E-11,2.841615348,1.364958058,1.07E-09,1.686462773,09:55:00
00:01:18.5,0.966572449,5.35E-13,3.64E-13,5.59E-11,9.86E-12,2.784988628,1.334358119,4.27E-10,1.662186608,09:55:00
00:01:19.0,0.440815422,4.35E-12,1.35E-12,2.21E-10,8.73E-12,3.589662564,1.723376726,1.15E-09,1.974472936,09:55:00
00:01:19.5,0.432163468,2.57E-13,1.26E-12,4.15E-10,8.27E-12,2.834266284,1.364913648,8.35E-10,1.68487072,09:55:00
00:01:20.0,0.894864489,7.70E-13,1.16E-12,1.06E-09,7.72E-12,2.841399581,1.366947762,3.23E-09,1.687555653,09:55:00
00:01:20.5,1.116043356,1.52E-13,6.11E-13,2.53E-09,8.02E-12,2.786671037,1.324823726,1.74E-08,1.656872846,09:55:00
00:01:21.0,2.383265338,7.17E-12,9.42E-12,1.00E-10,1.12E-11,2.824935362,1.356268974,1.22E-09,1.679379135,09:55:00
00:01:21.5,3.648918242,3.13E-13,2.76E-13,8.39E-10,5.31E-12,2.802088934,1.345397848,7.86E-09,1.670624293,09:55:00
00:01:22.0,4.052698088,1.60E-13,8.37E-14,1.06E-09,1.75E-11,2.800431554,1.344336014,5.86E-09,1.669857165,09:55:00
00:01:22.5,3.75170696,1.53E-13,4.80E-13,1.24E-09,4.43E-12,2.80208347,1.345246069,5.22E-09,1.67053197,09:55:00
00:01:23.0,2.922279188,3.36E-13,1.06E-13,9.22E-10,9.28E-12,2.76914223,1.326595841,3.44E-09,1.6562245,09:55:00
00:01:23.5,2.460591016,1.89E-13,4.93E-13,1.84E-10,4.39E-12,2.778953076,1.331754559,1.76E-09,1.660277532,09:55:00
00:01:24.0,2.406829749,4.52E-13,5.37E-14,4.36E-11,4.16E-12,2.790285207,1.338536175,4.26E-10,1.665394233,09:55:00
00:01:24.5,2.320102516,3.40E-13,5.43E-13,5.53E-10,2.99E-12,2.796561892,1.341676254,1.30E-09,1.667859422,09:55:00
00:01:25.0,1.914787701,1.72E-13,5.36E-14,1.49E-09,3.68E-12,2.824686388,1.358595044,8.22E-09,1.680799634,09:55:00
00:01:25.5,0.884976029,1.47E-13,1.72E-13,2.43E-10,1.60E-12,2.997608174,1.432162606,3.34E-09,1.739546004,09:55:00
00:01:26.0,0.213557356,3.87E-13,6.79E-14,6.50E-10,4.99E-12,2.759913058,1.2145272,7.53E-09,1.589280005,09:55:00
00:01:26.5,0.402765025,2.23E-13,4.78E-13,2.99E-10,4.82E-12,2.908545818,1.393286207,1.71E-09,1.710915083,09:55:00
00:01:27.0,0.365880888,6.82E-14,5.19E-13,8.67E-11,4.85E-13,2.884293605,1.388892645,8.30E-10,1.705559102,09:55:00
00:01:27.5,0.196130088,7.48E-14,1.50E-13,2.75E-10,2.16E-12,2.695039985,1.251327492,2.13E-09,1.606668274,09:55:00
00:01:28.0,0.399825642,3.86E-13,6.98E-13,4.65E-11,9.06E-13,2.792399006,1.33920754,1.59E-11,1.665815619,09:55:00
00:01:28.5,0.600170335,3.94E-13,5.27E-13,4.76E-10,4.78E-12,2.77630856,1.329507498,4.70E-10,1.658751814,09:55:00
00:01:29.0,0.844467251,6.74E-13,1.17E-11,3.89E-09,1.06E-10,2.959245606,1.415971015,7.06E-09,1.728546556,09:55:00
00:01:29.5,1.008144337,3.31E-13,2.68E-12,1.53E-10,4.38E-12,2.814708114,1.350631662,2.99E-10,1.675038449,09:55:00
00:01:30.0,1.385302452,4.97E-13,1.08E-12,2.65E-10,5.34E-12,2.791542242,1.33715221,5.35E-10,1.66460918,09:55:00
00:01:30.5,1.63148855,2.03E-13,1.96E-13,1.04E-10,7.96E-12,2.801187163,1.344325402,3.37E-10,1.669946992,09:55:00
00:01:31.0,1.847635813,3.00E-13,5.13E-13,1.53E-10,5.27E-13,2.781172121,1.332823637,1.70E-09,1.661087239,09:55:00
00:01:31.5,2.308091081,2.87E-13,4.56E-13,2.87E-10,2.00E-12,2.796981618,1.342731839,4.97E-09,1.668508516,09:55:00
00:01:32.0,2.019289955,1.80E-13,8.40E-14,4.88E-10,1.71E-12,2.825321426,1.358003133,7.08E-09,1.680498644,09:55:00
00:01:32.5,0.891191167,5.49E-13,1.29E-14,9.51E-11,1.27E-12,3.262063994,1.500883003,8.33E-10,1.793973447,09:55:00
00:01:33.0,0.373371553,2.39E-13,3.60E-13,2.24E-11,1.84E-12,3.612824615,1.758196829,1.51E-09,2.010816936,09:55:00
00:01:33.5,0.838339189,1.01E-12,1.48E-13,1.55E-10,5.86E-13,2.819355291,1.355339798,2.41E-09,1.67833346,09:55:00
00:01:34.0,0.807093992,7.05E-14,4.25E-13,5.71E-12,2.91E-13,2.785737163,1.336052372,9.39E-11,1.663407411,09:55:00
00:01:34.5,0.572783378,2.21E-13,1.45E-13,4.11E-11,1.80E-12,2.833816428,1.361519387,1.75E-10,1.683407927,09:55:00
